,,,,VAR ETAT SYSTEME,,,VAR STATS,
HS,TYPE EVT TRAITE, ECHEANCIER, ETAT GUICHET(0=LIBRE/1=OCCUPE),NB CLIENT DANS LA QUEUE,QUEUE,NB CLIENTS RECUS, ATTENTE GLOBALE AVANT SERVICE
2540.785,ArrCl,AccFA 2540.785  |   ArrCl 2549.987,1,0,,418,5401.959,
2540.785,AccFA,AccSrv 2540.785,0,0,,418,5401.959,
2540.785,AccSrv,DepCl 2545.9448,1,1,,418,5401.959,
2545.9448,DepCl,,0,0,,418,5401.959,
2549.987,ArrCl,AccFA 2549.987  |   ArrCl 2551.116,0,0,,419,5401.959,
2549.987,AccFA,AccSrv 2549.987,0,0,,419,5401.959,
2549.987,AccSrv,DepCl 2555.147,1,1,,419,5401.959,
2551.116,ArrCl,AccFA 2551.116  |   ArrCl 2554.3384,0,0,,420,5401.959,
2551.116,AccFA,,1,0,,420,5401.959,
2554.3384,ArrCl,AccFA 2554.3384  |   ArrCl 2555.6514,1,0,,421,5401.959,
2554.3384,AccFA,,1,1,,421,5401.959,
2555.147,DepCl,AccSrv 2555.147,0,0,,421,5401.959,
2555.147,AccSrv,DepCl 2560.307,0,2,,421,5405.99,
2555.6514,ArrCl,AccFA 2555.6514  |   ArrCl 2559.4753,1,1,,422,5405.99,
2555.6514,AccFA,,1,1,,422,5405.99,
2559.4753,ArrCl,AccFA 2559.4753  |   ArrCl 2577.0498,1,1,,423,5405.99,
2559.4753,AccFA,,1,2,,423,5405.99,
2560.307,DepCl,AccSrv 2560.307,0,1,,423,5405.99,
2560.307,AccSrv,DepCl 2565.4668,0,3,,423,5411.959,
2565.4668,DepCl,AccSrv 2565.4668,0,2,,423,5411.959,
2565.4668,AccSrv,DepCl 2570.6267,0,2,,423,5421.7744,
2570.6267,DepCl,AccSrv 2570.6267,0,1,,423,5421.7744,
2570.6267,AccSrv,DepCl 2575.7866,0,1,,423,5432.926,
2575.7866,DepCl,,0,0,,423,5432.926,
2577.0498,ArrCl,AccFA 2577.0498  |   ArrCl 2580.364,1,2,,424,5432.926,
2577.0498,AccFA,AccSrv 2577.0498,0,0,,424,5432.926,
2577.0498,AccSrv,DepCl 2582.2097,1,1,,424,5432.926,
2580.364,ArrCl,AccFA 2580.364  |   ArrCl 2588.7522,0,0,,425,5432.926,
2580.364,AccFA,,1,0,,425,5432.926,
2582.2097,DepCl,AccSrv 2582.2097,0,0,,425,5432.926,
2582.2097,AccSrv,DepCl 2587.3696,0,1,,425,5434.7715,
2587.3696,DepCl,,0,0,,425,5434.7715,
2588.7522,ArrCl,AccFA 2588.7522  |   ArrCl 2591.3962,1,0,,426,5434.7715,
2588.7522,AccFA,AccSrv 2588.7522,0,0,,426,5434.7715,
2588.7522,AccSrv,DepCl 2593.912,1,1,,426,5434.7715,
2591.3962,ArrCl,AccFA 2591.3962  |   ArrCl 2611.9866,0,0,,427,5434.7715,
2591.3962,AccFA,,1,0,,427,5434.7715,
2593.912,DepCl,AccSrv 2593.912,0,0,,427,5434.7715,
2593.912,AccSrv,DepCl 2599.072,0,1,,427,5437.287,
2599.072,DepCl,,0,0,,427,5437.287,
2611.9866,ArrCl,AccFA 2611.9866  |   ArrCl 2615.7837,1,0,,428,5437.287,
2611.9866,AccFA,AccSrv 2611.9866,0,0,,428,5437.287,
2611.9866,AccSrv,DepCl 2617.1465,1,1,,428,5437.287,
2615.7837,ArrCl,AccFA 2615.7837  |   ArrCl 2617.1863,0,0,,429,5437.287,
2615.7837,AccFA,,1,0,,429,5437.287,
2617.1465,DepCl,AccSrv 2617.1465,0,0,,429,5437.287,
2617.1465,AccSrv,DepCl 2622.3064,0,1,,429,5438.65,
2617.1863,ArrCl,AccFA 2617.1863  |   ArrCl 2619.5322,1,0,,430,5438.65,
2617.1863,AccFA,,1,0,,430,5438.65,
2619.5322,ArrCl,AccFA 2619.5322  |   ArrCl 2623.9216,1,0,,431,5438.65,
2619.5322,AccFA,,1,1,,431,5438.65,
2622.3064,DepCl,AccSrv 2622.3064,0,0,,431,5438.65,
2622.3064,AccSrv,DepCl 2627.4663,0,2,,431,5443.77,
2623.9216,ArrCl,AccFA 2623.9216  |   ArrCl 2627.3662,1,1,,432,5443.77,
2623.9216,AccFA,,1,1,,432,5443.77,
2627.3662,ArrCl,AccFA 2627.3662  |   ArrCl 2642.477,1,1,,433,5443.77,
2627.3662,AccFA,,1,2,,433,5443.77,
2627.4663,DepCl,AccSrv 2627.4663,0,1,,433,5443.77,
2627.4663,AccSrv,DepCl 2632.6262,0,3,,433,5451.704,
2632.6262,DepCl,AccSrv 2632.6262,0,2,,433,5451.704,
2632.6262,AccSrv,DepCl 2637.7861,0,2,,433,5460.4087,
2637.7861,DepCl,AccSrv 2637.7861,0,1,,433,5460.4087,
2637.7861,AccSrv,DepCl 2642.946,0,1,,433,5470.8286,
2642.477,ArrCl,AccFA 2642.477  |   ArrCl 2647.902,1,2,,434,5470.8286,
2642.477,AccFA,,1,0,,434,5470.8286,
2642.946,DepCl,AccSrv 2642.946,0,0,,434,5470.8286,
2642.946,AccSrv,DepCl 2648.106,0,1,,434,5471.298,
2647.902,ArrCl,AccFA 2647.902  |   ArrCl 2649.282,1,0,,435,5471.298,
2647.902,AccFA,,1,0,,435,5471.298,
2648.106,DepCl,AccSrv 2648.106,0,0,,435,5471.298,
2648.106,AccSrv,DepCl 2653.2659,0,1,,435,5471.502,
2649.282,ArrCl,AccFA 2649.282  |   ArrCl 2649.6343,1,0,,436,5471.502,
2649.282,AccFA,,1,0,,436,5471.502,
2649.6343,ArrCl,AccFA 2649.6343  |   ArrCl 2652.3652,1,0,,437,5471.502,
2649.6343,AccFA,,1,1,,437,5471.502,
2652.3652,ArrCl,AccFA 2652.3652  |   ArrCl 2655.9895,1,1,,438,5471.502,
2652.3652,AccFA,,1,2,,438,5471.502,
2653.2659,DepCl,AccSrv 2653.2659,0,0,,438,5471.502,
2653.2659,AccSrv,DepCl 2658.4258,0,3,,438,5475.486,
2655.9895,ArrCl,AccFA 2655.9895  |   ArrCl 2660.5134,1,2,,439,5475.486,
2655.9895,AccFA,,1,2,,439,5475.486,
2658.4258,DepCl,AccSrv 2658.4258,0,2,,439,5475.486,
2658.4258,AccSrv,DepCl 2663.5857,0,3,,439,5484.2773,
2660.5134,ArrCl,AccFA 2660.5134  |   ArrCl 2665.1267,1,2,,440,5484.2773,
2660.5134,AccFA,,1,2,,440,5484.2773,
2663.5857,DepCl,AccSrv 2663.5857,0,2,,440,5484.2773,
2663.5857,AccSrv,DepCl 2668.7456,0,3,,440,5495.498,
2665.1267,ArrCl,AccFA 2665.1267  |   ArrCl 2665.6985,1,2,,441,5495.498,
2665.1267,AccFA,,1,2,,441,5495.498,
2665.6985,ArrCl,AccFA 2665.6985  |   ArrCl 2673.7417,1,2,,442,5495.498,
2665.6985,AccFA,,1,3,,442,5495.498,
2668.7456,DepCl,AccSrv 2668.7456,0,2,,442,5495.498,
2668.7456,AccSrv,DepCl 2673.9055,0,4,,442,5508.254,
2673.7417,ArrCl,AccFA 2673.7417  |   ArrCl 2676.8916,1,3,,443,5508.254,
2673.7417,AccFA,,1,3,,443,5508.254,
2673.9055,DepCl,AccSrv 2673.9055,0,3,,443,5508.254,
2673.9055,AccSrv,DepCl 2679.0654,0,4,,443,5521.646,
2676.8916,ArrCl,AccFA 2676.8916  |   ArrCl 2689.724,1,3,,444,5521.646,
2676.8916,AccFA,,1,3,,444,5521.646,
2679.0654,DepCl,AccSrv 2679.0654,0,3,,444,5521.646,
2679.0654,AccSrv,DepCl 2684.2253,0,4,,444,5535.585,
2684.2253,DepCl,AccSrv 2684.2253,0,3,,444,5535.585,
2684.2253,AccSrv,DepCl 2689.3853,0,3,,444,5554.112,
2689.3853,DepCl,AccSrv 2689.3853,0,2,,444,5554.112,
2689.3853,AccSrv,DepCl 2694.5452,0,2,,444,5569.7554,
2689.724,ArrCl,AccFA 2689.724  |   ArrCl 2690.2847,1,3,,445,5569.7554,
2689.724,AccFA,,1,1,,445,5569.7554,
2690.2847,ArrCl,AccFA 2690.2847  |   ArrCl 2701.5618,1,1,,446,5569.7554,
2690.2847,AccFA,,1,2,,446,5569.7554,
2694.5452,DepCl,AccSrv 2694.5452,0,1,,446,5569.7554,
2694.5452,AccSrv,DepCl 2699.705,0,3,,446,5587.409,
2699.705,DepCl,AccSrv 2699.705,0,2,,446,5587.409,
2699.705,AccSrv,DepCl 2704.865,0,2,,446,5597.39,
2701.5618,ArrCl,AccFA 2701.5618  |   ArrCl 2705.7056,1,2,,447,5597.39,
2701.5618,AccFA,,1,1,,447,5597.39,
2704.865,DepCl,AccSrv 2704.865,0,1,,447,5597.39,
2704.865,AccSrv,DepCl 2710.025,0,2,,447,5611.9707,
2705.7056,ArrCl,AccFA 2705.7056  |   ArrCl 2707.6724,1,1,,448,5611.9707,
2705.7056,AccFA,,1,1,,448,5611.9707,
2707.6724,ArrCl,AccFA 2707.6724  |   ArrCl 2710.8442,1,1,,449,5611.9707,
2707.6724,AccFA,,1,2,,449,5611.9707,
2710.025,DepCl,AccSrv 2710.025,0,1,,449,5611.9707,
2710.025,AccSrv,DepCl 2715.1848,0,3,,449,5620.4336,
2710.8442,ArrCl,AccFA 2710.8442  |   ArrCl 2714.1277,1,2,,450,5620.4336,
2710.8442,AccFA,,1,2,,450,5620.4336,
2714.1277,ArrCl,AccFA 2714.1277  |   ArrCl 2714.3467,1,2,,451,5620.4336,
2714.1277,AccFA,,1,3,,451,5620.4336,
2714.3467,ArrCl,AccFA 2714.3467  |   ArrCl 2722.8293,1,3,,452,5620.4336,
2714.3467,AccFA,,1,4,,452,5620.4336,
2715.1848,DepCl,AccSrv 2715.1848,0,2,,452,5620.4336,
2715.1848,AccSrv,DepCl 2720.3447,0,5,,452,5629.913,
2720.3447,DepCl,AccSrv 2720.3447,0,4,,452,5629.913,
2720.3447,AccSrv,DepCl 2725.5046,0,4,,452,5642.5854,
2722.8293,ArrCl,AccFA 2722.8293  |   ArrCl 2727.2961,1,4,,453,5642.5854,
2722.8293,AccFA,,1,3,,453,5642.5854,
2725.5046,DepCl,AccSrv 2725.5046,0,3,,453,5642.5854,
2725.5046,AccSrv,DepCl 2730.6646,0,4,,453,5657.246,
2727.2961,ArrCl,AccFA 2727.2961  |   ArrCl 2736.228,1,3,,454,5657.246,
2727.2961,AccFA,,1,3,,454,5657.246,
2730.6646,DepCl,AccSrv 2730.6646,0,3,,454,5657.246,
2730.6646,AccSrv,DepCl 2735.8245,0,4,,454,5673.783,
2735.8245,DepCl,AccSrv 2735.8245,0,3,,454,5673.783,
2735.8245,AccSrv,DepCl 2740.9844,0,3,,454,5695.2607,
2736.228,ArrCl,AccFA 2736.228  |   ArrCl 2736.8499,1,3,,455,5695.2607,
2736.228,AccFA,,1,2,,455,5695.2607,
2736.8499,ArrCl,AccFA 2736.8499  |   ArrCl 2738.922,1,2,,456,5695.2607,
2736.8499,AccFA,,1,3,,456,5695.2607,
2738.922,ArrCl,AccFA 2738.922  |   ArrCl 2745.2422,1,3,,457,5695.2607,
2738.922,AccFA,,1,4,,457,5695.2607,
2740.9844,DepCl,AccSrv 2740.9844,0,2,,457,5695.2607,
2740.9844,AccSrv,DepCl 2746.1443,0,5,,457,5713.416,
2745.2422,ArrCl,AccFA 2745.2422  |   ArrCl 2756.6086,1,4,,458,5713.416,
2745.2422,AccFA,,1,4,,458,5713.416,
2746.1443,DepCl,AccSrv 2746.1443,0,4,,458,5713.416,
2746.1443,AccSrv,DepCl 2751.3042,0,5,,458,5732.264,
2751.3042,DepCl,AccSrv 2751.3042,0,4,,458,5732.264,
2751.3042,AccSrv,DepCl 2756.464,0,4,,458,5747.3403,
2756.464,DepCl,AccSrv 2756.464,0,3,,458,5747.3403,
2756.464,AccSrv,DepCl 2761.624,0,3,,458,5766.9546,
2756.6086,ArrCl,AccFA 2756.6086  |   ArrCl 2773.55,1,4,,459,5766.9546,
2756.6086,AccFA,,1,2,,459,5766.9546,
2761.624,DepCl,AccSrv 2761.624,0,2,,459,5766.9546,
2761.624,AccSrv,DepCl 2766.784,0,3,,459,5789.6562,
2766.784,DepCl,AccSrv 2766.784,0,2,,459,5789.6562,
2766.784,AccSrv,DepCl 2771.9438,0,2,,459,5811.198,
2771.9438,DepCl,AccSrv 2771.9438,0,1,,459,5811.198,
2771.9438,AccSrv,DepCl 2777.1038,0,1,,459,5826.533,
2773.55,ArrCl,AccFA 2773.55  |   ArrCl 2800.9856,1,2,,460,5826.533,
2773.55,AccFA,,1,0,,460,5826.533,
2777.1038,DepCl,AccSrv 2777.1038,0,0,,460,5826.533,
2777.1038,AccSrv,DepCl 2782.2637,0,1,,460,5830.087,
2782.2637,DepCl,,0,0,,460,5830.087,
2800.9856,ArrCl,AccFA 2800.9856  |   ArrCl 2803.8945,1,0,,461,5830.087,
2800.9856,AccFA,AccSrv 2800.9856,0,0,,461,5830.087,
2800.9856,AccSrv,DepCl 2806.1455,1,1,,461,5830.087,
2803.8945,ArrCl,AccFA 2803.8945  |   ArrCl 2804.864,0,0,,462,5830.087,
2803.8945,AccFA,,1,0,,462,5830.087,
2804.864,ArrCl,AccFA 2804.864  |   ArrCl 2816.0325,1,0,,463,5830.087,
2804.864,AccFA,,1,1,,463,5830.087,
2806.1455,DepCl,AccSrv 2806.1455,0,0,,463,5830.087,
2806.1455,AccSrv,DepCl 2811.3054,0,2,,463,5832.338,
2811.3054,DepCl,AccSrv 2811.3054,0,1,,463,5832.338,
2811.3054,AccSrv,DepCl 2816.4653,0,1,,463,5838.7793,
2816.0325,ArrCl,AccFA 2816.0325  |   ArrCl 2823.0327,1,1,,464,5838.7793,
2816.0325,AccFA,,1,0,,464,5838.7793,
2816.4653,DepCl,AccSrv 2816.4653,0,0,,464,5838.7793,
2816.4653,AccSrv,DepCl 2821.6252,0,1,,464,5839.212,
2821.6252,DepCl,,0,0,,464,5839.212,
2823.0327,ArrCl,AccFA 2823.0327  |   ArrCl 2823.6045,1,0,,465,5839.212,
2823.0327,AccFA,AccSrv 2823.0327,0,0,,465,5839.212,
2823.0327,AccSrv,DepCl 2828.1926,1,1,,465,5839.212,
2823.6045,ArrCl,AccFA 2823.6045  |   ArrCl 2827.5073,0,0,,466,5839.212,
2823.6045,AccFA,,1,0,,466,5839.212,
2827.5073,ArrCl,AccFA 2827.5073  |   ArrCl 2832.896,1,0,,467,5839.212,
2827.5073,AccFA,,1,1,,467,5839.212,
2828.1926,DepCl,AccSrv 2828.1926,0,0,,467,5839.212,
2828.1926,AccSrv,DepCl 2833.3525,0,2,,467,5843.8,
2832.896,ArrCl,AccFA 2832.896  |   ArrCl 2837.3337,1,1,,468,5843.8,
2832.896,AccFA,,1,1,,468,5843.8,
2833.3525,DepCl,AccSrv 2833.3525,0,1,,468,5843.8,
2833.3525,AccSrv,DepCl 2838.5125,0,2,,468,5849.645,
2837.3337,ArrCl,AccFA 2837.3337  |   ArrCl 2845.9102,1,1,,469,5849.645,
2837.3337,AccFA,,1,1,,469,5849.645,
2838.5125,DepCl,AccSrv 2838.5125,0,1,,469,5849.645,
2838.5125,AccSrv,DepCl 2843.6724,0,2,,469,5855.2617,
2843.6724,DepCl,AccSrv 2843.6724,0,1,,469,5855.2617,
2843.6724,AccSrv,DepCl 2848.8323,0,1,,469,5861.6006,
2845.9102,ArrCl,AccFA 2845.9102  |   ArrCl 2851.4028,1,1,,470,5861.6006,
2845.9102,AccFA,,1,0,,470,5861.6006,
2848.8323,DepCl,AccSrv 2848.8323,0,0,,470,5861.6006,
2848.8323,AccSrv,DepCl 2853.9922,0,1,,470,5864.5225,
2851.4028,ArrCl,AccFA 2851.4028  |   ArrCl 2859.1523,1,0,,471,5864.5225,
2851.4028,AccFA,,1,0,,471,5864.5225,
2853.9922,DepCl,AccSrv 2853.9922,0,0,,471,5864.5225,
2853.9922,AccSrv,DepCl 2859.152,0,1,,471,5867.112,
2859.152,DepCl,,0,0,,471,5867.112,
2859.1523,ArrCl,AccFA 2859.1523  |   ArrCl 2859.3054,1,0,,472,5867.112,
2859.1523,AccFA,AccSrv 2859.1523,0,0,,472,5867.112,
2859.1523,AccSrv,DepCl 2864.3123,1,1,,472,5867.112,
2859.3054,ArrCl,AccFA 2859.3054  |   ArrCl 2863.5212,0,0,,473,5867.112,
2859.3054,AccFA,,1,0,,473,5867.112,
2863.5212,ArrCl,AccFA 2863.5212  |   ArrCl 2864.0923,1,0,,474,5867.112,
2863.5212,AccFA,,1,1,,474,5867.112,
2864.0923,ArrCl,AccFA 2864.0923  |   ArrCl 2874.7373,1,1,,475,5867.112,
2864.0923,AccFA,,1,2,,475,5867.112,
2864.3123,DepCl,AccSrv 2864.3123,0,0,,475,5867.112,
2864.3123,AccSrv,DepCl 2869.4722,0,3,,475,5872.1187,
2869.4722,DepCl,AccSrv 2869.4722,0,2,,475,5872.1187,
2869.4722,AccSrv,DepCl 2874.632,0,2,,475,5878.0693,
2874.632,DepCl,AccSrv 2874.632,0,1,,475,5878.0693,
2874.632,AccSrv,DepCl 2879.792,0,1,,475,5888.6094,
2874.7373,ArrCl,AccFA 2874.7373  |   ArrCl 2882.6187,1,2,,476,5888.6094,
2874.7373,AccFA,,1,0,,476,5888.6094,
2879.792,DepCl,AccSrv 2879.792,0,0,,476,5888.6094,
2879.792,AccSrv,DepCl 2884.952,0,1,,476,5893.664,
2882.6187,ArrCl,AccFA 2882.6187  |   ArrCl 2885.8901,1,0,,477,5893.664,
2882.6187,AccFA,,1,0,,477,5893.664,
2884.952,DepCl,AccSrv 2884.952,0,0,,477,5893.664,
2884.952,AccSrv,DepCl 2890.1118,0,1,,477,5895.997,
2885.8901,ArrCl,AccFA 2885.8901  |   ArrCl 2893.889,1,0,,478,5895.997,
2885.8901,AccFA,,1,0,,478,5895.997,
2890.1118,DepCl,AccSrv 2890.1118,0,0,,478,5895.997,
2890.1118,AccSrv,DepCl 2895.2717,0,1,,478,5900.2188,
2893.889,ArrCl,AccFA 2893.889  |   ArrCl 2896.9038,1,0,,479,5900.2188,
2893.889,AccFA,,1,0,,479,5900.2188,
2895.2717,DepCl,AccSrv 2895.2717,0,0,,479,5900.2188,
2895.2717,AccSrv,DepCl 2900.4316,0,1,,479,5901.6016,
2896.9038,ArrCl,AccFA 2896.9038  |   ArrCl 2898.4683,1,0,,480,5901.6016,
2896.9038,AccFA,,1,0,,480,5901.6016,
2898.4683,ArrCl,AccFA 2898.4683  |   ArrCl 2903.159,1,0,,481,5901.6016,
2898.4683,AccFA,,1,1,,481,5901.6016,
2900.4316,DepCl,AccSrv 2900.4316,0,0,,481,5901.6016,
2900.4316,AccSrv,DepCl 2905.5916,0,2,,481,5905.1294,
2903.159,ArrCl,AccFA 2903.159  |   ArrCl 2911.3367,1,1,,482,5905.1294,
2903.159,AccFA,,1,1,,482,5905.1294,
2905.5916,DepCl,AccSrv 2905.5916,0,1,,482,5905.1294,
2905.5916,AccSrv,DepCl 2910.7515,0,2,,482,5912.253,
2910.7515,DepCl,AccSrv 2910.7515,0,1,,482,5912.253,
2910.7515,AccSrv,DepCl 2915.9114,0,1,,482,5919.8457,
2911.3367,ArrCl,AccFA 2911.3367  |   ArrCl 2914.7983,1,1,,483,5919.8457,
2911.3367,AccFA,,1,0,,483,5919.8457,
2914.7983,ArrCl,AccFA 2914.7983  |   ArrCl 2915.1409,1,0,,484,5919.8457,
2914.7983,AccFA,,1,1,,484,5919.8457,
2915.1409,ArrCl,AccFA 2915.1409  |   ArrCl 2915.1921,1,1,,485,5919.8457,
2915.1409,AccFA,,1,2,,485,5919.8457,
2915.1921,ArrCl,AccFA 2915.1921  |   ArrCl 2915.872,1,2,,486,5919.8457,
2915.1921,AccFA,,1,3,,486,5919.8457,
2915.872,ArrCl,AccFA 2915.872  |   ArrCl 2918.7593,1,3,,487,5919.8457,
2915.872,AccFA,,1,4,,487,5919.8457,
2915.9114,DepCl,AccSrv 2915.9114,0,0,,487,5919.8457,
2915.9114,AccSrv,DepCl 2921.0713,0,5,,487,5924.4204,
2918.7593,ArrCl,AccFA 2918.7593  |   ArrCl 2920.6194,1,4,,488,5924.4204,
2918.7593,AccFA,,1,4,,488,5924.4204,
2920.6194,ArrCl,AccFA 2920.6194  |   ArrCl 2934.3057,1,4,,489,5924.4204,
2920.6194,AccFA,,1,5,,489,5924.4204,
2921.0713,DepCl,AccSrv 2921.0713,0,4,,489,5924.4204,
2921.0713,AccSrv,DepCl 2926.2312,0,6,,489,5930.6934,
2926.2312,DepCl,AccSrv 2926.2312,0,5,,489,5930.6934,
2926.2312,AccSrv,DepCl 2931.391,0,5,,489,5941.7837,
2931.391,DepCl,AccSrv 2931.391,0,4,,489,5941.7837,
2931.391,AccSrv,DepCl 2936.551,0,4,,489,5957.9824,
2934.3057,ArrCl,AccFA 2934.3057  |   ArrCl 2936.8806,1,5,,490,5957.9824,
2934.3057,AccFA,,1,3,,490,5957.9824,
2936.551,DepCl,AccSrv 2936.551,0,3,,490,5957.9824,
2936.551,AccSrv,DepCl 2941.711,0,4,,490,5978.661,
2936.8806,ArrCl,AccFA 2936.8806  |   ArrCl 2936.8994,1,3,,491,5978.661,
2936.8806,AccFA,,1,3,,491,5978.661,
2936.8994,ArrCl,AccFA 2936.8994  |   ArrCl 2946.2122,1,3,,492,5978.661,
2936.8994,AccFA,,1,4,,492,5978.661,
2941.711,DepCl,AccSrv 2941.711,0,3,,492,5978.661,
2941.711,AccSrv,DepCl 2946.8708,0,5,,492,6001.613,
2946.2122,ArrCl,AccFA 2946.2122  |   ArrCl 2946.853,1,4,,493,6001.613,
2946.2122,AccFA,,1,4,,493,6001.613,
2946.853,ArrCl,AccFA 2946.853  |   ArrCl 2949.1145,1,4,,494,6001.613,
2946.853,AccFA,,1,5,,494,6001.613,
2946.8708,DepCl,AccSrv 2946.8708,0,4,,494,6001.613,
2946.8708,AccSrv,DepCl 2952.0308,0,6,,494,6027.8643,
2949.1145,ArrCl,AccFA 2949.1145  |   ArrCl 2959.2114,1,5,,495,6027.8643,
2949.1145,AccFA,,1,5,,495,6027.8643,
2952.0308,DepCl,AccSrv 2952.0308,0,5,,495,6027.8643,
2952.0308,AccSrv,DepCl 2957.1907,0,6,,495,6045.5894,
2957.1907,DepCl,AccSrv 2957.1907,0,5,,495,6045.5894,
2957.1907,AccSrv,DepCl 2962.3506,0,5,,495,6065.8994,
2959.2114,ArrCl,AccFA 2959.2114  |   ArrCl 2959.6482,1,5,,496,6065.8994,
2959.2114,AccFA,,1,4,,496,6065.8994,
2959.6482,ArrCl,AccFA 2959.6482  |   ArrCl 2965.4321,1,4,,497,6065.8994,
2959.6482,AccFA,,1,5,,497,6065.8994,
2962.3506,DepCl,AccSrv 2962.3506,0,4,,497,6065.8994,
2962.3506,AccSrv,DepCl 2967.5105,0,6,,497,6091.3506,
2965.4321,ArrCl,AccFA 2965.4321  |   ArrCl 2974.568,1,5,,498,6091.3506,
2965.4321,AccFA,,1,5,,498,6091.3506,
2967.5105,DepCl,AccSrv 2967.5105,0,5,,498,6091.3506,
2967.5105,AccSrv,DepCl 2972.6704,0,6,,498,6112.649,
2972.6704,DepCl,AccSrv 2972.6704,0,5,,498,6112.649,
2972.6704,AccSrv,DepCl 2977.8303,0,5,,498,6138.4663,
2974.568,ArrCl,AccFA 2974.568  |   ArrCl 2976.705,1,5,,499,6138.4663,
2974.568,AccFA,,1,4,,499,6138.4663,
2976.705,ArrCl,AccFA 2976.705  |   ArrCl 2989.8157,1,4,,500,6138.4663,
2976.705,AccFA,,1,5,,500,6138.4663,
2977.8303,DepCl,AccSrv 2977.8303,0,4,,500,6138.4663,
2977.8303,AccSrv,DepCl 2982.9902,0,6,,500,6167.182,
2982.9902,DepCl,AccSrv 2982.9902,0,5,,500,6167.182,
2982.9902,AccSrv,DepCl 2988.1501,0,5,,500,6190.961,
2988.1501,DepCl,AccSrv 2988.1501,0,4,,500,6190.961,
2988.1501,AccSrv,DepCl 2993.31,0,4,,500,6219.463,
2989.8157,ArrCl,AccFA 2989.8157  |   ArrCl 2994.6855,1,5,,501,6219.463,
2989.8157,AccFA,,1,3,,501,6219.463,
2993.31,DepCl,AccSrv 2993.31,0,3,,501,6219.463,
2993.31,AccSrv,DepCl 2998.47,0,4,,501,6247.341,
2994.6855,ArrCl,AccFA 2994.6855  |   ArrCl 2996.1995,1,3,,502,6247.341,
2994.6855,AccFA,,1,3,,502,6247.341,
2996.1995,ArrCl,AccFA 2996.1995  |   ArrCl 3027.729,1,3,,503,6247.341,
2996.1995,AccFA,,1,4,,503,6247.341,
2998.47,DepCl,AccSrv 2998.47,0,3,,503,6247.341,
2998.47,AccSrv,DepCl 3003.63,0,5,,503,6271.2427,
3003.63,DepCl,AccSrv 3003.63,0,4,,503,6271.2427,
3003.63,AccSrv,DepCl 3008.7898,0,4,,503,6298.1675,
3008.7898,DepCl,AccSrv 3008.7898,0,3,,503,6298.1675,
3008.7898,AccSrv,DepCl 3013.9497,0,3,,503,6317.1416,
3013.9497,DepCl,AccSrv 3013.9497,0,2,,503,6317.1416,
3013.9497,AccSrv,DepCl 3019.1096,0,2,,503,6336.406,
3019.1096,DepCl,AccSrv 3019.1096,0,1,,503,6336.406,
3019.1096,AccSrv,DepCl 3024.2695,0,1,,503,6359.316,
3024.2695,DepCl,,0,0,,503,6359.316,
3027.729,ArrCl,AccFA 3027.729  |   ArrCl 3032.5027,1,4,,504,6359.316,
3027.729,AccFA,AccSrv 3027.729,0,0,,504,6359.316,
3027.729,AccSrv,DepCl 3032.889,1,1,,504,6359.316,
3032.5027,ArrCl,AccFA 3032.5027  |   ArrCl 3041.5928,0,0,,505,6359.316,
3032.5027,AccFA,,1,0,,505,6359.316,
3032.889,DepCl,AccSrv 3032.889,0,0,,505,6359.316,
3032.889,AccSrv,DepCl 3038.0488,0,1,,505,6359.702,
3038.0488,DepCl,,0,0,,505,6359.702,
3041.5928,ArrCl,AccFA 3041.5928  |   ArrCl 3044.2515,1,0,,506,6359.702,
3041.5928,AccFA,AccSrv 3041.5928,0,0,,506,6359.702,
3041.5928,AccSrv,DepCl 3046.7527,1,1,,506,6359.702,
3044.2515,ArrCl,AccFA 3044.2515  |   ArrCl 3044.5544,0,0,,507,6359.702,
3044.2515,AccFA,,1,0,,507,6359.702,
3044.5544,ArrCl,AccFA 3044.5544  |   ArrCl 3045.664,1,0,,508,6359.702,
3044.5544,AccFA,,1,1,,508,6359.702,
3045.664,ArrCl,AccFA 3045.664  |   ArrCl 3047.368,1,1,,509,6359.702,
3045.664,AccFA,,1,2,,509,6359.702,
3046.7527,DepCl,AccSrv 3046.7527,0,0,,509,6359.702,
3046.7527,AccSrv,DepCl 3051.9126,0,3,,509,6362.203,
3047.368,ArrCl,AccFA 3047.368  |   ArrCl 3050.2825,1,2,,510,6362.203,
3047.368,AccFA,,1,2,,510,6362.203,
3050.2825,ArrCl,AccFA 3050.2825  |   ArrCl 3062.6653,1,2,,511,6362.203,
3050.2825,AccFA,,1,3,,511,6362.203,
3051.9126,DepCl,AccSrv 3051.9126,0,2,,511,6362.203,
3051.9126,AccSrv,DepCl 3057.0725,0,4,,511,6369.5615,
3057.0725,DepCl,AccSrv 3057.0725,0,3,,511,6369.5615,
3057.0725,AccSrv,DepCl 3062.2324,0,3,,511,6380.9697,
3062.2324,DepCl,AccSrv 3062.2324,0,2,,511,6380.9697,
3062.2324,AccSrv,DepCl 3067.3923,0,2,,511,6395.834,
3062.6653,ArrCl,AccFA 3062.6653  |   ArrCl 3065.8147,1,3,,512,6395.834,
3062.6653,AccFA,,1,1,,512,6395.834,
3065.8147,ArrCl,AccFA 3065.8147  |   ArrCl 3073.0122,1,1,,513,6395.834,
3065.8147,AccFA,,1,2,,513,6395.834,
