,,,,VAR ETAT SYSTEME,,,VAR STATS,
HS,TYPE EVT TRAITE, ECHEANCIER, ETAT GUICHET(0=LIBRE/1=OCCUPE),NB CLIENT DANS LA QUEUE,QUEUE,NB CLIENTS RECUS, ATTENTE GLOBALE AVANT SERVICE
5740.172,AccSrv,DepCl 5745.332,0,5,,1001,16056.203,
5745.332,DepCl,AccSrv 5745.332,0,4,,1001,16056.203,
5745.332,AccSrv,DepCl 5750.492,0,4,,1001,16065.693,
5750.492,DepCl,AccSrv 5750.492,0,3,,1001,16065.693,
5750.492,AccSrv,DepCl 5755.6523,0,3,,1001,16079.558,
5752.1787,ArrCl,AccFA 5752.1787  |   ArrCl 5755.7637,1,4,,1002,16079.558,
5752.1787,AccFA,,1,2,,1002,16079.558,
5755.6523,DepCl,AccSrv 5755.6523,0,2,,1002,16079.558,
5755.6523,AccSrv,DepCl 5760.8125,0,3,,1002,16097.715,
5755.7637,ArrCl,AccFA 5755.7637  |   ArrCl 5759.549,1,2,,1003,16097.715,
5755.7637,AccFA,,1,2,,1003,16097.715,
5759.549,ArrCl,AccFA 5759.549  |   ArrCl 5760.533,1,2,,1004,16097.715,
5759.549,AccFA,,1,3,,1004,16097.715,
5760.533,ArrCl,AccFA 5760.533  |   ArrCl 5761.891,1,3,,1005,16097.715,
5760.533,AccFA,,1,4,,1005,16097.715,
5760.8125,DepCl,AccSrv 5760.8125,0,2,,1005,16097.715,
5760.8125,AccSrv,DepCl 5765.9727,0,5,,1005,16120.082,
5761.891,ArrCl,AccFA 5761.891  |   ArrCl 5770.489,1,4,,1006,16120.082,
5761.891,AccFA,,1,4,,1006,16120.082,
5765.9727,DepCl,AccSrv 5765.9727,0,4,,1006,16120.082,
5765.9727,AccSrv,DepCl 5771.133,0,5,,1006,16133.876,
5770.489,ArrCl,AccFA 5770.489  |   ArrCl 5770.5527,1,4,,1007,16133.876,
5770.489,AccFA,,1,4,,1007,16133.876,
5770.5527,ArrCl,AccFA 5770.5527  |   ArrCl 5774.517,1,4,,1008,16133.876,
5770.5527,AccFA,,1,5,,1008,16133.876,
5771.133,DepCl,AccSrv 5771.133,0,4,,1008,16133.876,
5771.133,AccSrv,DepCl 5776.293,0,6,,1008,16149.245,
5774.517,ArrCl,AccFA 5774.517  |   ArrCl 5780.4316,1,5,,1009,16149.245,
5774.517,AccFA,,1,5,,1009,16149.245,
5776.293,DepCl,AccSrv 5776.293,0,5,,1009,16149.245,
5776.293,AccSrv,DepCl 5781.453,0,6,,1009,16165.989,
5780.4316,ArrCl,AccFA 5780.4316  |   ArrCl 5784.3965,1,5,,1010,16165.989,
5780.4316,AccFA,,1,5,,1010,16165.989,
5781.453,DepCl,AccSrv 5781.453,0,5,,1010,16165.989,
5781.453,AccSrv,DepCl 5786.6133,0,6,,1010,16186.909,
5784.3965,ArrCl,AccFA 5784.3965  |   ArrCl 5785.1675,1,5,,1011,16186.909,
5784.3965,AccFA,,1,5,,1011,16186.909,
5785.1675,ArrCl,AccFA 5785.1675  |   ArrCl 5789.388,1,5,,1012,16186.909,
5785.1675,AccFA,,1,6,,1012,16186.909,
5786.6133,DepCl,AccSrv 5786.6133,0,5,,1012,16186.909,
5786.6133,AccSrv,DepCl 5791.7734,0,7,,1012,16211.631,
5789.388,ArrCl,AccFA 5789.388  |   ArrCl 5793.4536,1,6,,1013,16211.631,
5789.388,AccFA,,1,6,,1013,16211.631,
5791.7734,DepCl,AccSrv 5791.7734,0,6,,1013,16211.631,
5791.7734,AccSrv,DepCl 5796.9336,0,7,,1013,16232.916,
5793.4536,ArrCl,AccFA 5793.4536  |   ArrCl 5794.99,1,6,,1014,16232.916,
5793.4536,AccFA,,1,6,,1014,16232.916,
5794.99,ArrCl,AccFA 5794.99  |   ArrCl 5798.2017,1,6,,1015,16232.916,
5794.99,AccFA,,1,7,,1015,16232.916,
5796.9336,DepCl,AccSrv 5796.9336,0,6,,1015,16232.916,
5796.9336,AccSrv,DepCl 5802.0938,0,8,,1015,16259.297,
5798.2017,ArrCl,AccFA 5798.2017  |   ArrCl 5799.8325,1,7,,1016,16259.297,
5798.2017,AccFA,,1,7,,1016,16259.297,
5799.8325,ArrCl,AccFA 5799.8325  |   ArrCl 5803.9336,1,7,,1017,16259.297,
5799.8325,AccFA,,1,8,,1017,16259.297,
5802.0938,DepCl,AccSrv 5802.0938,0,7,,1017,16259.297,
5802.0938,AccSrv,DepCl 5807.254,0,9,,1017,16286.873,
5803.9336,ArrCl,AccFA 5803.9336  |   ArrCl 5811.527,1,8,,1018,16286.873,
5803.9336,AccFA,,1,8,,1018,16286.873,
5807.254,DepCl,AccSrv 5807.254,0,8,,1018,16286.873,
5807.254,AccSrv,DepCl 5812.414,0,9,,1018,16313.695,
5811.527,ArrCl,AccFA 5811.527  |   ArrCl 5819.477,1,8,,1019,16313.695,
5811.527,AccFA,,1,8,,1019,16313.695,
5812.414,DepCl,AccSrv 5812.414,0,8,,1019,16313.695,
5812.414,AccSrv,DepCl 5817.574,0,9,,1019,16341.713,
5817.574,DepCl,AccSrv 5817.574,0,8,,1019,16341.713,
5817.574,AccSrv,DepCl 5822.7344,0,8,,1019,16374.119,
5819.477,ArrCl,AccFA 5819.477  |   ArrCl 5823.452,1,8,,1020,16374.119,
5819.477,AccFA,,1,7,,1020,16374.119,
5822.7344,DepCl,AccSrv 5822.7344,0,7,,1020,16374.119,
5822.7344,AccSrv,DepCl 5827.8945,0,8,,1020,16407.465,
5823.452,ArrCl,AccFA 5823.452  |   ArrCl 5825.2344,1,7,,1021,16407.465,
5823.452,AccFA,,1,7,,1021,16407.465,
5825.2344,ArrCl,AccFA 5825.2344  |   ArrCl 5828.947,1,7,,1022,16407.465,
5825.2344,AccFA,,1,8,,1022,16407.465,
5827.8945,DepCl,AccSrv 5827.8945,0,7,,1022,16407.465,
5827.8945,AccSrv,DepCl 5833.0547,0,9,,1022,16441.906,
5828.947,ArrCl,AccFA 5828.947  |   ArrCl 5835.1147,1,8,,1023,16441.906,
5828.947,AccFA,,1,8,,1023,16441.906,
5833.0547,DepCl,AccSrv 5833.0547,0,8,,1023,16441.906,
5833.0547,AccSrv,DepCl 5838.215,0,9,,1023,16479.97,
5835.1147,ArrCl,AccFA 5835.1147  |   ArrCl 5835.82,1,8,,1024,16479.97,
5835.1147,AccFA,,1,8,,1024,16479.97,
5835.82,ArrCl,AccFA 5835.82  |   ArrCl 5843.788,1,8,,1025,16479.97,
5835.82,AccFA,,1,9,,1025,16479.97,
5838.215,DepCl,AccSrv 5838.215,0,8,,1025,16479.97,
5838.215,AccSrv,DepCl 5843.375,0,10,,1025,16519.984,
5843.375,DepCl,AccSrv 5843.375,0,9,,1025,16519.984,
5843.375,AccSrv,DepCl 5848.535,0,9,,1025,16563.527,
5843.788,ArrCl,AccFA 5843.788  |   ArrCl 5846.9043,1,9,,1026,16563.527,
5843.788,AccFA,,1,8,,1026,16563.527,
5846.9043,ArrCl,AccFA 5846.9043  |   ArrCl 5851.516,1,8,,1027,16563.527,
5846.9043,AccFA,,1,9,,1027,16563.527,
5848.535,DepCl,AccSrv 5848.535,0,8,,1027,16563.527,
5848.535,AccSrv,DepCl 5853.6953,0,10,,1027,16608.129,
5851.516,ArrCl,AccFA 5851.516  |   ArrCl 5854.3857,1,9,,1028,16608.129,
5851.516,AccFA,,1,9,,1028,16608.129,
5853.6953,DepCl,AccSrv 5853.6953,0,9,,1028,16608.129,
5853.6953,AccSrv,DepCl 5858.8555,0,10,,1028,16650.297,
5854.3857,ArrCl,AccFA 5854.3857  |   ArrCl 5857.8477,1,9,,1029,16650.297,
5854.3857,AccFA,,1,9,,1029,16650.297,
5857.8477,ArrCl,AccFA 5857.8477  |   ArrCl 5863.2188,1,9,,1030,16650.297,
5857.8477,AccFA,,1,10,,1030,16650.297,
5858.8555,DepCl,AccSrv 5858.8555,0,9,,1030,16650.297,
5858.8555,AccSrv,DepCl 5864.0156,0,11,,1030,16689.676,
5863.2188,ArrCl,AccFA 5863.2188  |   ArrCl 5865.5137,1,10,,1031,16689.676,
5863.2188,AccFA,,1,10,,1031,16689.676,
5864.0156,DepCl,AccSrv 5864.0156,0,10,,1031,16689.676,
5864.0156,AccSrv,DepCl 5869.176,0,11,,1031,16730.238,
5865.5137,ArrCl,AccFA 5865.5137  |   ArrCl 5866.9175,1,10,,1032,16730.238,
5865.5137,AccFA,,1,10,,1032,16730.238,
5866.9175,ArrCl,AccFA 5866.9175  |   ArrCl 5899.698,1,10,,1033,16730.238,
5866.9175,AccFA,,1,11,,1033,16730.238,
5869.176,DepCl,AccSrv 5869.176,0,10,,1033,16730.238,
5869.176,AccSrv,DepCl 5874.336,0,12,,1033,16774.18,
5874.336,DepCl,AccSrv 5874.336,0,11,,1033,16774.18,
5874.336,AccSrv,DepCl 5879.496,0,11,,1033,16819.568,
5879.496,DepCl,AccSrv 5879.496,0,10,,1033,16819.568,
5879.496,AccSrv,DepCl 5884.6562,0,10,,1033,16863.95,
5884.6562,DepCl,AccSrv 5884.6562,0,9,,1033,16863.95,
5884.6562,AccSrv,DepCl 5889.8164,0,9,,1033,16912.785,
5889.8164,DepCl,AccSrv 5889.8164,0,8,,1033,16912.785,
5889.8164,AccSrv,DepCl 5894.9766,0,8,,1033,16958.812,
5894.9766,DepCl,AccSrv 5894.9766,0,7,,1033,16958.812,
5894.9766,AccSrv,DepCl 5900.1367,0,7,,1033,17006.885,
5899.698,ArrCl,AccFA 5899.698  |   ArrCl 5901.5693,1,11,,1034,17006.885,
5899.698,AccFA,,1,6,,1034,17006.885,
5900.1367,DepCl,AccSrv 5900.1367,0,6,,1034,17006.885,
5900.1367,AccSrv,DepCl 5905.297,0,7,,1034,17055.506,
5901.5693,ArrCl,AccFA 5901.5693  |   ArrCl 5905.881,1,6,,1035,17055.506,
5901.5693,AccFA,,1,6,,1035,17055.506,
5905.297,DepCl,AccSrv 5905.297,0,6,,1035,17055.506,
5905.297,AccSrv,DepCl 5910.457,0,7,,1035,17106.418,
5905.881,ArrCl,AccFA 5905.881  |   ArrCl 5906.647,1,6,,1036,17106.418,
5905.881,AccFA,,1,6,,1036,17106.418,
5906.647,ArrCl,AccFA 5906.647  |   ArrCl 5906.655,1,6,,1037,17106.418,
5906.647,AccFA,,1,7,,1037,17106.418,
5906.655,ArrCl,AccFA 5906.655  |   ArrCl 5910.491,1,7,,1038,17106.418,
5906.655,AccFA,,1,8,,1038,17106.418,
5910.457,DepCl,AccSrv 5910.457,0,6,,1038,17106.418,
5910.457,AccSrv,DepCl 5915.617,0,9,,1038,17159.027,
5910.491,ArrCl,AccFA 5910.491  |   ArrCl 5911.3306,1,8,,1039,17159.027,
5910.491,AccFA,,1,8,,1039,17159.027,
5911.3306,ArrCl,AccFA 5911.3306  |   ArrCl 5912.9775,1,8,,1040,17159.027,
5911.3306,AccFA,,1,9,,1040,17159.027,
5912.9775,ArrCl,AccFA 5912.9775  |   ArrCl 5921.2124,1,9,,1041,17159.027,
5912.9775,AccFA,,1,10,,1041,17159.027,
5915.617,DepCl,AccSrv 5915.617,0,8,,1041,17159.027,
5915.617,AccSrv,DepCl 5920.7773,0,11,,1041,17211.426,
5920.7773,DepCl,AccSrv 5920.7773,0,10,,1041,17211.426,
5920.7773,AccSrv,DepCl 5925.9375,0,10,,1041,17266.69,
5921.2124,ArrCl,AccFA 5921.2124  |   ArrCl 5939.892,1,10,,1042,17266.69,
5921.2124,AccFA,,1,9,,1042,17266.69,
5925.9375,DepCl,AccSrv 5925.9375,0,9,,1042,17266.69,
5925.9375,AccSrv,DepCl 5931.0977,0,10,,1042,17325.709,
5931.0977,DepCl,AccSrv 5931.0977,0,9,,1042,17325.709,
5931.0977,AccSrv,DepCl 5936.258,0,9,,1042,17357.11,
5936.258,DepCl,AccSrv 5936.258,0,8,,1042,17357.11,
5936.258,AccSrv,DepCl 5941.418,0,8,,1042,17391.797,
5939.892,ArrCl,AccFA 5939.892  |   ArrCl 5940.694,1,9,,1043,17391.797,
5939.892,AccFA,,1,7,,1043,17391.797,
5940.694,ArrCl,AccFA 5940.694  |   ArrCl 5945.8564,1,7,,1044,17391.797,
5940.694,AccFA,,1,8,,1044,17391.797,
5941.418,DepCl,AccSrv 5941.418,0,7,,1044,17391.797,
5941.418,AccSrv,DepCl 5946.578,0,9,,1044,17427.334,
5945.8564,ArrCl,AccFA 5945.8564  |   ArrCl 5957.4683,1,8,,1045,17427.334,
5945.8564,AccFA,,1,8,,1045,17427.334,
5946.578,DepCl,AccSrv 5946.578,0,8,,1045,17427.334,
5946.578,AccSrv,DepCl 5951.7383,0,9,,1045,17467.266,
5951.7383,DepCl,AccSrv 5951.7383,0,8,,1045,17467.266,
5951.7383,AccSrv,DepCl 5956.8984,0,8,,1045,17512.35,
5956.8984,DepCl,AccSrv 5956.8984,0,7,,1045,17512.35,
5956.8984,AccSrv,DepCl 5962.0586,0,7,,1045,17558.758,
5957.4683,ArrCl,AccFA 5957.4683  |   ArrCl 5992.568,1,8,,1046,17558.758,
5957.4683,AccFA,,1,6,,1046,17558.758,
5962.0586,DepCl,AccSrv 5962.0586,0,6,,1046,17558.758,
5962.0586,AccSrv,DepCl 5967.2188,0,7,,1046,17609.486,
5967.2188,DepCl,AccSrv 5967.2188,0,6,,1046,17609.486,
5967.2188,AccSrv,DepCl 5972.379,0,6,,1046,17663.727,
5972.379,DepCl,AccSrv 5972.379,0,5,,1046,17663.727,
5972.379,AccSrv,DepCl 5977.539,0,5,,1046,17714.893,
5977.539,DepCl,AccSrv 5977.539,0,4,,1046,17714.893,
5977.539,AccSrv,DepCl 5982.699,0,4,,1046,17752.54,
5982.699,DepCl,AccSrv 5982.699,0,3,,1046,17752.54,
5982.699,AccSrv,DepCl 5987.8594,0,3,,1046,17794.545,
5987.8594,DepCl,AccSrv 5987.8594,0,2,,1046,17794.545,
5987.8594,AccSrv,DepCl 5993.0195,0,2,,1046,17836.547,
5992.568,ArrCl,AccFA 5992.568  |   ArrCl 5994.6226,1,6,,1047,17836.547,
5992.568,AccFA,,1,1,,1047,17836.547,
5993.0195,DepCl,AccSrv 5993.0195,0,1,,1047,17836.547,
5993.0195,AccSrv,DepCl 5998.1797,0,2,,1047,17872.098,
5994.6226,ArrCl,AccFA 5994.6226  |   ArrCl 6001.9917,1,1,,1048,17872.098,
5994.6226,AccFA,,1,1,,1048,17872.098,
5998.1797,DepCl,AccSrv 5998.1797,0,1,,1048,17872.098,
5998.1797,AccSrv,DepCl 6003.34,0,2,,1048,17877.709,
6001.9917,ArrCl,AccFA 6001.9917  |   ArrCl 6005.872,1,1,,1049,17877.709,
6001.9917,AccFA,,1,1,,1049,17877.709,
6003.34,DepCl,AccSrv 6003.34,0,1,,1049,17877.709,
6003.34,AccSrv,DepCl 6008.5,0,2,,1049,17886.426,
6005.872,ArrCl,AccFA 6005.872  |   ArrCl 6008.409,1,1,,1050,17886.426,
6005.872,AccFA,,1,1,,1050,17886.426,
6008.409,ArrCl,AccFA 6008.409  |   ArrCl 6018.8413,1,1,,1051,17886.426,
6008.409,AccFA,,1,2,,1051,17886.426,
6008.5,DepCl,AccSrv 6008.5,0,1,,1051,17886.426,
6008.5,AccSrv,DepCl 6013.66,0,3,,1051,17892.934,
6013.66,DepCl,AccSrv 6013.66,0,2,,1051,17892.934,
6013.66,AccSrv,DepCl 6018.8203,0,2,,1051,17900.723,
6018.8203,DepCl,AccSrv 6018.8203,0,1,,1051,17900.723,
6018.8203,AccSrv,DepCl 6023.9805,0,1,,1051,17911.133,
6018.8413,ArrCl,AccFA 6018.8413  |   ArrCl 6023.7217,1,2,,1052,17911.133,
6018.8413,AccFA,,1,0,,1052,17911.133,
6023.7217,ArrCl,AccFA 6023.7217  |   ArrCl 6030.065,1,0,,1053,17911.133,
6023.7217,AccFA,,1,1,,1053,17911.133,
6023.9805,DepCl,AccSrv 6023.9805,0,0,,1053,17911.133,
6023.9805,AccSrv,DepCl 6029.1406,0,2,,1053,17916.271,
6029.1406,DepCl,AccSrv 6029.1406,0,1,,1053,17916.271,
6029.1406,AccSrv,DepCl 6034.301,0,1,,1053,17921.691,
6030.065,ArrCl,AccFA 6030.065  |   ArrCl 6038.086,1,1,,1054,17921.691,
6030.065,AccFA,,1,0,,1054,17921.691,
6034.301,DepCl,AccSrv 6034.301,0,0,,1054,17921.691,
6034.301,AccSrv,DepCl 6039.461,0,1,,1054,17925.928,
6038.086,ArrCl,AccFA 6038.086  |   ArrCl 6041.4473,1,0,,1055,17925.928,
6038.086,AccFA,,1,0,,1055,17925.928,
6039.461,DepCl,AccSrv 6039.461,0,0,,1055,17925.928,
6039.461,AccSrv,DepCl 6044.621,0,1,,1055,17927.303,
6041.4473,ArrCl,AccFA 6041.4473  |   ArrCl 6044.6357,1,0,,1056,17927.303,
6041.4473,AccFA,,1,0,,1056,17927.303,
6044.621,DepCl,AccSrv 6044.621,0,0,,1056,17927.303,
6044.621,AccSrv,DepCl 6049.7812,0,1,,1056,17930.477,
6044.6357,ArrCl,AccFA 6044.6357  |   ArrCl 6050.219,1,0,,1057,17930.477,
6044.6357,AccFA,,1,0,,1057,17930.477,
6049.7812,DepCl,AccSrv 6049.7812,0,0,,1057,17930.477,
6049.7812,AccSrv,DepCl 6054.9414,0,1,,1057,17935.621,
6050.219,ArrCl,AccFA 6050.219  |   ArrCl 6054.488,1,0,,1058,17935.621,
6050.219,AccFA,,1,0,,1058,17935.621,
6054.488,ArrCl,AccFA 6054.488  |   ArrCl 6067.6865,1,0,,1059,17935.621,
6054.488,AccFA,,1,1,,1059,17935.621,
6054.9414,DepCl,AccSrv 6054.9414,0,0,,1059,17935.621,
6054.9414,AccSrv,DepCl 6060.1016,0,2,,1059,17940.344,
6060.1016,DepCl,AccSrv 6060.1016,0,1,,1059,17940.344,
6060.1016,AccSrv,DepCl 6065.2617,0,1,,1059,17945.957,
6065.2617,DepCl,,0,0,,1059,17945.957,
6067.6865,ArrCl,AccFA 6067.6865  |   ArrCl 6068.8384,1,1,,1060,17945.957,
6067.6865,AccFA,AccSrv 6067.6865,0,0,,1060,17945.957,
6067.6865,AccSrv,DepCl 6072.8467,1,1,,1060,17945.957,
6068.8384,ArrCl,AccFA 6068.8384  |   ArrCl 6090.4976,0,0,,1061,17945.957,
6068.8384,AccFA,,1,0,,1061,17945.957,
6072.8467,DepCl,AccSrv 6072.8467,0,0,,1061,17945.957,
6072.8467,AccSrv,DepCl 6078.007,0,1,,1061,17949.965,
6078.007,DepCl,,0,0,,1061,17949.965,
6090.4976,ArrCl,AccFA 6090.4976  |   ArrCl 6098.024,1,0,,1062,17949.965,
6090.4976,AccFA,AccSrv 6090.4976,0,0,,1062,17949.965,
6090.4976,AccSrv,DepCl 6095.6577,1,1,,1062,17949.965,
6095.6577,DepCl,,0,0,,1062,17949.965,
6098.024,ArrCl,AccFA 6098.024  |   ArrCl 6106.7534,0,0,,1063,17949.965,
6098.024,AccFA,AccSrv 6098.024,0,0,,1063,17949.965,
6098.024,AccSrv,DepCl 6103.184,1,1,,1063,17949.965,
6103.184,DepCl,,0,0,,1063,17949.965,
6106.7534,ArrCl,AccFA 6106.7534  |   ArrCl 6109.1587,0,0,,1064,17949.965,
6106.7534,AccFA,AccSrv 6106.7534,0,0,,1064,17949.965,
6106.7534,AccSrv,DepCl 6111.9136,1,1,,1064,17949.965,
6109.1587,ArrCl,AccFA 6109.1587  |   ArrCl 6110.997,0,0,,1065,17949.965,
6109.1587,AccFA,,1,0,,1065,17949.965,
6110.997,ArrCl,AccFA 6110.997  |   ArrCl 6114.7935,1,0,,1066,17949.965,
6110.997,AccFA,,1,1,,1066,17949.965,
6111.9136,DepCl,AccSrv 6111.9136,0,0,,1066,17949.965,
6111.9136,AccSrv,DepCl 6117.0737,0,2,,1066,17952.719,
6114.7935,ArrCl,AccFA 6114.7935  |   ArrCl 6116.487,1,1,,1067,17952.719,
6114.7935,AccFA,,1,1,,1067,17952.719,
6116.487,ArrCl,AccFA 6116.487  |   ArrCl 6130.976,1,1,,1068,17952.719,
6116.487,AccFA,,1,2,,1068,17952.719,
6117.0737,DepCl,AccSrv 6117.0737,0,1,,1068,17952.719,
6117.0737,AccSrv,DepCl 6122.234,0,3,,1068,17958.795,
6122.234,DepCl,AccSrv 6122.234,0,2,,1068,17958.795,
6122.234,AccSrv,DepCl 6127.394,0,2,,1068,17966.234,
6127.394,DepCl,AccSrv 6127.394,0,1,,1068,17966.234,
6127.394,AccSrv,DepCl 6132.554,0,1,,1068,17977.14,
6130.976,ArrCl,AccFA 6130.976  |   ArrCl 6131.621,1,2,,1069,17977.14,
6130.976,AccFA,,1,0,,1069,17977.14,
6131.621,ArrCl,AccFA 6131.621  |   ArrCl 6138.8564,1,0,,1070,17977.14,
6131.621,AccFA,,1,1,,1070,17977.14,
6132.554,DepCl,AccSrv 6132.554,0,0,,1070,17977.14,
6132.554,AccSrv,DepCl 6137.7144,0,2,,1070,17978.719,
6137.7144,DepCl,AccSrv 6137.7144,0,1,,1070,17978.719,
6137.7144,AccSrv,DepCl 6142.8745,0,1,,1070,17984.812,
6138.8564,ArrCl,AccFA 6138.8564  |   ArrCl 6145.7666,1,1,,1071,17984.812,
6138.8564,AccFA,,1,0,,1071,17984.812,
6142.8745,DepCl,AccSrv 6142.8745,0,0,,1071,17984.812,
6142.8745,AccSrv,DepCl 6148.0347,0,1,,1071,17988.83,
6145.7666,ArrCl,AccFA 6145.7666  |   ArrCl 6145.88,1,0,,1072,17988.83,
6145.7666,AccFA,,1,0,,1072,17988.83,
6145.88,ArrCl,AccFA 6145.88  |   ArrCl 6161.2354,1,0,,1073,17988.83,
6145.88,AccFA,,1,1,,1073,17988.83,
6148.0347,DepCl,AccSrv 6148.0347,0,0,,1073,17988.83,
6148.0347,AccSrv,DepCl 6153.195,0,2,,1073,17991.098,
6153.195,DepCl,AccSrv 6153.195,0,1,,1073,17991.098,
6153.195,AccSrv,DepCl 6158.355,0,1,,1073,17998.412,
6158.355,DepCl,,0,0,,1073,17998.412,
6161.2354,ArrCl,AccFA 6161.2354  |   ArrCl 6164.8086,1,1,,1074,17998.412,
6161.2354,AccFA,AccSrv 6161.2354,0,0,,1074,17998.412,
6161.2354,AccSrv,DepCl 6166.3955,1,1,,1074,17998.412,
6164.8086,ArrCl,AccFA 6164.8086  |   ArrCl 6167.8354,0,0,,1075,17998.412,
6164.8086,AccFA,,1,0,,1075,17998.412,
6166.3955,DepCl,AccSrv 6166.3955,0,0,,1075,17998.412,
6166.3955,AccSrv,DepCl 6171.5557,0,1,,1075,18000.0,
6167.8354,ArrCl,AccFA 6167.8354  |   ArrCl 6171.6323,1,0,,1076,18000.0,
6167.8354,AccFA,,1,0,,1076,18000.0,
6171.5557,DepCl,AccSrv 6171.5557,0,0,,1076,18000.0,
6171.5557,AccSrv,DepCl 6176.716,0,1,,1076,18003.72,
6171.6323,ArrCl,AccFA 6171.6323  |   ArrCl 6178.2866,1,0,,1077,18003.72,
6171.6323,AccFA,,1,0,,1077,18003.72,
6176.716,DepCl,AccSrv 6176.716,0,0,,1077,18003.72,
6176.716,AccSrv,DepCl 6181.876,0,1,,1077,18008.805,
6178.2866,ArrCl,AccFA 6178.2866  |   ArrCl 6193.356,1,0,,1078,18008.805,
6178.2866,AccFA,,1,0,,1078,18008.805,
6181.876,DepCl,AccSrv 6181.876,0,0,,1078,18008.805,
6181.876,AccSrv,DepCl 6187.036,0,1,,1078,18012.395,
6187.036,DepCl,,0,0,,1078,18012.395,
6193.356,ArrCl,AccFA 6193.356  |   ArrCl 6198.427,1,0,,1079,18012.395,
6193.356,AccFA,AccSrv 6193.356,0,0,,1079,18012.395,
6193.356,AccSrv,DepCl 6198.516,1,1,,1079,18012.395,
6198.427,ArrCl,AccFA 6198.427  |   ArrCl 6199.3105,0,0,,1080,18012.395,
6198.427,AccFA,,1,0,,1080,18012.395,
6198.516,DepCl,AccSrv 6198.516,0,0,,1080,18012.395,
6198.516,AccSrv,DepCl 6203.6763,0,1,,1080,18012.484,
6199.3105,ArrCl,AccFA 6199.3105  |   ArrCl 6209.942,1,0,,1081,18012.484,
6199.3105,AccFA,,1,0,,1081,18012.484,
6203.6763,DepCl,AccSrv 6203.6763,0,0,,1081,18012.484,
6203.6763,AccSrv,DepCl 6208.8364,0,1,,1081,18016.85,
6208.8364,DepCl,,0,0,,1081,18016.85,
6209.942,ArrCl,AccFA 6209.942  |   ArrCl 6212.522,1,0,,1082,18016.85,
6209.942,AccFA,AccSrv 6209.942,0,0,,1082,18016.85,
6209.942,AccSrv,DepCl 6215.102,1,1,,1082,18016.85,
6212.522,ArrCl,AccFA 6212.522  |   ArrCl 6219.1772,0,0,,1083,18016.85,
6212.522,AccFA,,1,0,,1083,18016.85,
6215.102,DepCl,AccSrv 6215.102,0,0,,1083,18016.85,
6215.102,AccSrv,DepCl 6220.262,0,1,,1083,18019.43,
6219.1772,ArrCl,AccFA 6219.1772  |   ArrCl 6221.28,1,0,,1084,18019.43,
6219.1772,AccFA,,1,0,,1084,18019.43,
6220.262,DepCl,AccSrv 6220.262,0,0,,1084,18019.43,
6220.262,AccSrv,DepCl 6225.4224,0,1,,1084,18020.516,
6221.28,ArrCl,AccFA 6221.28  |   ArrCl 6222.749,1,0,,1085,18020.516,
6221.28,AccFA,,1,0,,1085,18020.516,
6222.749,ArrCl,AccFA 6222.749  |   ArrCl 6234.6914,1,0,,1086,18020.516,
6222.749,AccFA,,1,1,,1086,18020.516,
6225.4224,DepCl,AccSrv 6225.4224,0,0,,1086,18020.516,
6225.4224,AccSrv,DepCl 6230.5825,0,2,,1086,18024.658,
6230.5825,DepCl,AccSrv 6230.5825,0,1,,1086,18024.658,
6230.5825,AccSrv,DepCl 6235.7427,0,1,,1086,18032.492,
6234.6914,ArrCl,AccFA 6234.6914  |   ArrCl 6238.691,1,1,,1087,18032.492,
6234.6914,AccFA,,1,0,,1087,18032.492,
6235.7427,DepCl,AccSrv 6235.7427,0,0,,1087,18032.492,
6235.7427,AccSrv,DepCl 6240.903,0,1,,1087,18033.543,
6238.691,ArrCl,AccFA 6238.691  |   ArrCl 6239.2617,1,0,,1088,18033.543,
6238.691,AccFA,,1,0,,1088,18033.543,
6239.2617,ArrCl,AccFA 6239.2617  |   ArrCl 6245.538,1,0,,1089,18033.543,
6239.2617,AccFA,,1,1,,1089,18033.543,
6240.903,DepCl,AccSrv 6240.903,0,0,,1089,18033.543,
6240.903,AccSrv,DepCl 6246.063,0,2,,1089,18035.754,
6245.538,ArrCl,AccFA 6245.538  |   ArrCl 6245.765,1,1,,1090,18035.754,
6245.538,AccFA,,1,1,,1090,18035.754,
6245.765,ArrCl,AccFA 6245.765  |   ArrCl 6253.786,1,1,,1091,18035.754,
6245.765,AccFA,,1,2,,1091,18035.754,
6246.063,DepCl,AccSrv 6246.063,0,1,,1091,18035.754,
6246.063,AccSrv,DepCl 6251.223,0,3,,1091,18042.555,
6251.223,DepCl,AccSrv 6251.223,0,2,,1091,18042.555,
6251.223,AccSrv,DepCl 6256.3833,0,2,,1091,18048.24,
6253.786,ArrCl,AccFA 6253.786  |   ArrCl 6257.4937,1,2,,1092,18048.24,
6253.786,AccFA,,1,1,,1092,18048.24,
6256.3833,DepCl,AccSrv 6256.3833,0,1,,1092,18048.24,
6256.3833,AccSrv,DepCl 6261.5435,0,2,,1092,18058.86,
6257.4937,ArrCl,AccFA 6257.4937  |   ArrCl 6261.973,1,1,,1093,18058.86,
6257.4937,AccFA,,1,1,,1093,18058.86,
6261.5435,DepCl,AccSrv 6261.5435,0,1,,1093,18058.86,
6261.5435,AccSrv,DepCl 6266.7036,0,2,,1093,18066.617,
6261.973,ArrCl,AccFA 6261.973  |   ArrCl 6268.316,1,1,,1094,18066.617,
